2011-01-01T00:00:00,6,5,C001,76
2011-01-02T00:00:00,6,5,C001,56
2011-01-03T00:00:00,6,5,C001,88
2011-01-04T00:00:00,6,5,C001,90
2011-01-05T00:00:00,6,5,C001,80
2011-01-06T00:00:00,6,5,C001,102
2011-01-07T00:00:00,6,5,C001,101
2011-01-08T00:00:00,6,5,C001,72
2011-01-09T00:00:00,6,5,C001,99
2011-01-10T00:00:00,6,5,C001,97
2011-01-11T00:00:00,6,5,C001,79
2011-01-12T00:00:00,6,5,C001,98
2011-01-13T00:00:00,6,5,C001,80
2011-01-14T00:00:00,6,5,C001,66
2011-01-15T00:00:00,6,5,C001,80
2011-01-16T00:00:00,6,5,C001,82
2011-01-17T00:00:00,6,5,C001,51
2011-01-18T00:00:00,6,5,C001,80
2011-01-19T00:00:00,6,5,C001,81
2011-01-20T00:00:00,6,5,C001,54
2011-01-21T00:00:00,6,5,C001,82
2011-01-22T00:00:00,6,5,C001,82
2011-01-23T00:00:00,6,5,C001,50
2011-01-24T00:00:00,6,5,C001,81
2011-01-25T00:00:00,6,5,C001,100
2011-01-26T00:00:00,6,5,C001,67
2011-01-27T00:00:00,6,5,C001,100
2011-01-28T00:00:00,6,5,C001,100
2011-01-29T00:00:00,6,5,C001,60
2011-01-30T00:00:00,6,5,C001,100
2011-01-31T00:00:00,6,5,C001,100
2011-02-01T00:00:00,6,5,C001,81
2011-02-02T00:00:00,6,5,C001,100
2011-02-03T00:00:00,6,5,C001,100
2011-02-04T00:00:00,6,5,C001,85
2011-02-05T00:00:00,6,5,C001,100
2011-02-06T00:00:00,6,5,C001,100
2011-02-07T00:00:00,6,5,C001,85
2011-02-08T00:00:00,6,5,C001,100
2011-02-09T00:00:00,6,5,C001,100
2011-02-10T00:00:00,6,5,C001,60
2011-02-11T00:00:00,6,5,C001,100
2011-02-12T00:00:00,6,5,C001,100
2011-02-13T00:00:00,6,5,C001,72
2011-02-14T00:00:00,6,5,C001,100
2011-02-15T00:00:00,6,5,C001,100
2011-02-16T00:00:00,6,5,C001,72
2011-02-17T00:00:00,6,5,C001,100
2011-02-18T00:00:00,6,5,C001,100
2011-02-19T00:00:00,6,5,C001,83
2011-02-20T00:00:00,6,5,C001,100
2011-02-21T00:00:00,6,5,C001,100
2011-02-22T00:00:00,6,5,C001,79
2011-02-23T00:00:00,6,5,C001,100
2011-02-24T00:00:00,6,5,C001,100
2011-02-25T00:00:00,6,5,C001,69
2011-02-26T00:00:00,6,5,C001,100
2011-02-27T00:00:00,6,5,C001,100
2011-02-28T00:00:00,6,5,C001,71
2011-03-01T00:00:00,6,5,C001,86
2011-03-02T00:00:00,6,5,C001,100
2011-03-03T00:00:00,6,5,C001,76
2011-03-04T00:00:00,6,5,C001,100
2011-03-05T00:00:00,6,5,C001,100
2011-03-06T00:00:00,6,5,C001,73
2011-03-07T00:00:00,6,5,C001,100
2011-03-08T00:00:00,6,5,C001,100
2011-03-09T00:00:00,6,5,C001,74
2011-03-10T00:00:00,6,5,C001,100
2011-03-11T00:00:00,6,5,C001,100
2011-03-12T00:00:00,6,5,C001,81
2011-03-13T00:00:00,6,5,C001,100
2011-03-14T00:00:00,6,5,C001,100
2011-03-15T00:00:00,6,5,C001,68
2011-03-16T00:00:00,6,5,C001,100
2011-03-17T00:00:00,6,5,C001,100
2011-03-18T00:00:00,6,5,C001,80
2011-03-19T00:00:00,6,5,C001,100
2011-03-20T00:00:00,6,5,C001,100
2011-03-21T00:00:00,6,5,C001,67
2011-03-22T00:00:00,6,5,C001,100
2011-03-23T00:00:00,6,5,C001,100
2011-03-24T00:00:00,6,5,C001,60
2011-03-25T00:00:00,6,5,C001,100
2011-03-26T00:00:00,6,5,C001,100
2011-03-27T00:00:00,6,5,C001,75
2011-03-28T00:00:00,6,5,C001,100
2011-03-29T00:00:00,6,5,C001,100
2011-03-30T00:00:00,6,5,C001,85
2011-03-31T00:00:00,6,5,C001,100
2011-04-01T00:00:00,6,5,C001,86
2011-04-02T00:00:00,6,5,C001,72
2011-04-03T00:00:00,6,5,C001,100
2011-04-04T00:00:00,6,5,C001,100
2011-04-05T00:00:00,6,5,C001,70
2011-04-06T00:00:00,6,5,C001,100
2011-04-07T00:00:00,6,5,C001,100
2011-04-08T00:00:00,6,5,C001,61
2011-04-09T00:00:00,6,5,C001,100
2011-04-10T00:00:00,6,5,C001,100
2011-04-11T00:00:00,7,5,C001,72
2011-04-12T00:00:00,7,5,C001,114
2011-04-13T00:00:00,7,5,C001,114
2011-04-14T00:00:00,7,5,C001,71
2011-04-15T00:00:00,7,5,C001,114
2011-04-16T00:00:00,7,5,C001,114
2011-04-17T00:00:00,7,5,C001,101
2011-04-18T00:00:00,7,5,C001,114
2011-04-19T00:00:00,7,5,C001,114
2011-04-20T00:00:00,7,5,C001,100
2011-04-21T00:00:00,7,5,C001,114
2011-04-22T00:00:00,7,5,C001,114
2011-04-23T00:00:00,7,5,C001,70
2011-04-24T00:00:00,7,5,C001,114
2011-04-25T00:00:00,7,5,C001,114
2011-04-26T00:00:00,7,5,C001,82
2011-04-27T00:00:00,7,5,C001,114
2011-04-28T00:00:00,7,5,C001,114
2011-04-29T00:00:00,7,5,C001,74
2011-04-30T00:00:00,7,5,C001,114
2011-05-01T00:00:00,7,5,C001,103
2011-05-02T00:00:00,7,5,C001,91
2011-05-03T00:00:00,7,5,C001,114
2011-05-04T00:00:00,7,5,C001,114
2011-05-05T00:00:00,7,5,C001,100
2011-05-06T00:00:00,7,5,C001,114
2011-05-07T00:00:00,7,5,C001,114
2011-05-08T00:00:00,7,5,C001,70
2011-05-09T00:00:00,7,5,C001,114
2011-05-10T00:00:00,7,5,C001,114
2011-05-11T00:00:00,7,5,C001,72
2011-05-12T00:00:00,7,5,C001,114
2011-05-13T00:00:00,7,5,C001,114
2011-05-14T00:00:00,7,5,C001,71
2011-05-15T00:00:00,7,5,C001,114
2011-05-16T00:00:00,7,5,C001,114
2011-05-17T00:00:00,7,5,C001,92
2011-05-18T00:00:00,7,5,C001,114
2011-05-19T00:00:00,7,5,C001,114
2011-05-20T00:00:00,7,5,C001,89
2011-05-21T00:00:00,7,5,C001,114
2011-05-22T00:00:00,7,5,C001,114
2011-05-23T00:00:00,7,5,C001,93
2011-05-24T00:00:00,7,5,C001,114
2011-05-25T00:00:00,7,5,C001,114
2011-05-26T00:00:00,7,5,C001,95
2011-05-27T00:00:00,7,5,C001,114
2011-05-28T00:00:00,7,5,C001,114
2011-05-29T00:00:00,7,5,C001,89
2011-05-30T00:00:00,7,5,C001,114
2011-05-31T00:00:00,7,5,C001,114
2011-06-01T00:00:00,7,5,C001,68
2011-06-02T00:00:00,7,5,C001,114
2011-06-03T00:00:00,7,5,C001,114
